modelo,marca,valor,km,transmissao,combustivel,cor,ano,novidade,vendedor
UNO,FIAT,51000.0,502.0,,flex,Preto,2021,False,Foco Veículos
GOL,VOLKSWAGEN,61990.0,19512.0,manual,flex,Branco,2022,False,Gama  Seminovos - Aracaju
PRISMA,CHEVROLET,41000.0,110238.0,,flex,Branco,2013,False,SHOPCAR MULTIMARCAS
TIGGO,CHERY,96000.0,14605.0,automatico,flex,Cinza,2022,False,IDEAL MULTIMARCAS
STRADA,FIAT,89500.0,11833.0,manual,flex,Branco,2022,False,IDEAL MULTIMARCAS
C4,CITROËN,98900.0,33596.0,,flex,Preto,2021,False,DNA Multimarcas - Aracaju
STRADA,FIAT,115000.0,39000.0,manual,flex,Branco,2021,False,Mago Automóveis - Aracaju
CRUZE,CHEVROLET,96000.0,68000.0,automatico,flex,Branco,2019,False,Mago Automóveis - Aracaju
SPIN,CHEVROLET,76000.0,63783.0,automatico,flex,Preto,2020,False,VIA CAR VEÍCULOS
ONIX,CHEVROLET,72990.0,31761.0,manual,flex,Preto,2021,False,MANGABEIRAS VEÍCULOS
PAJERO,MITSUBISHI,175000.0,151700.0,automatico,diesel,Cinza,2016,False,Isaias Automóveis - Aracaju
ECOSPORT,FORD,61800.0,91100.0,,flex,Branco,2016,False,Isaias Automóveis - Aracaju
ONIX,CHEVROLET,63990.0,70902.0,automatico,flex,Cinza,2017,False,Toyolex Seminovos - Aracaju
FOX,VOLKSWAGEN,56990.0,49000.0,automatico,flex,Prata,2017,False,Podium Automóveis 
JETTA,VOLKSWAGEN,78990.0,86000.0,,gasolina,Preto,2014,False,Podium Automóveis 
KICKS,NISSAN,84990.0,54151.0,,flex,Cinza,2018,False,Podium Automóveis 
ONIX,CHEVROLET,72000.0,65000.0,automatico,flex,Prata,2018,False,ACESSO VEÍCULOS
COMPASS,JEEP,139990.0,57000.0,automatico,diesel,Branco,2020,False,Auto Flex
PRISMA,CHEVROLET,51000.0,62116.0,manual,flex,Prata,2018,False,Foco Veículos
HB20S,HYUNDAI,65990.0,82000.0,automatico,flex,Branco,2019,False,Gama Seminovos 
WR-V,HONDA,79990.0,40903.0,automatico,flex,Branco,2018,False,Toyolex Seminovos - Aracaju
ECOSPORT,FORD,78000.0,15640.0,automatico,flex,Cinza,2020,False,Johnciel Wayne de Araujo Silva
ONIX,CHEVROLET,48999.0,51006.0,manual,flex,Preto,2017,False,Boa Terra Veículos Maceió
CRETA,HYUNDAI,142990.0,13376.0,automatico,flex,Marrom,2022,False,TOPCAR Veículos
SPIN,CHEVROLET,56000.0,135000.0,automatico,flex,Prata,2014,False,Junior Veículos
COROLLA,TOYOTA,85990.0,119679.0,automatico,flex,Branco,2015,False,TOPCAR Veículos
2008,PEUGEOT,62990.0,57189.0,automatico,flex,Branco,2017,False,TOPCAR Veículos
CIVIC,HONDA,125990.0,41321.0,automatico,flex,Branco,2020,False,81 AUTOS 
208,PEUGEOT,39500.0,117556.0,manual,flex,Branco,2015,False,DNA Multimarcas - Aracaju
AIRCROSS,CITROËN,46000.0,132219.0,manual,flex,Cinza,2018,False,Foco Veículos
SPORTAGE,KIA,113900.0,47319.0,,flex,Branco,2019,False,CAMESA AUTOMÓVEIS
FIT,HONDA,47000.0,137299.0,manual,flex,Prata,2014,False,Supreme Car
TRACKER,CHEVROLET,70000.0,105206.0,automatico,flex,Prata,2015,False,SHOPCAR MULTIMARCAS
SPORTAGE,KIA,131000.0,56000.0,automatico,flex,Branco,2018,False,IDEAL MULTIMARCAS
RENEGADE,JEEP,98900.0,96740.0,automatico,diesel,Preto,2016,False,DNA Multimarcas - Aracaju
MOBI,FIAT,45990.0,53408.0,manual,flex,Vermelho,2017,False,FABÃO VEÍCULOS
KWID,RENAULT,47000.0,58150.0,manual,flex,Branco,2020,False,MURYLLO VEÍCULOS
FIESTA,FORD,32000.0,92280.0,manual,flex,Preto,2013,False,MURYLLO VEÍCULOS
CRUZE,CHEVROLET,87990.0,56133.0,automatico,flex,Cinza,2018,False,Toyolex Seminovos - Aracaju
CRETA,HYUNDAI,83990.0,54901.0,automatico,flex,Prata,2017,False,Toyolex Seminovos - Aracaju
HB20S,HYUNDAI,71490.0,37939.0,automatico,flex,Branco,2018,False,Toyolex Seminovos - Aracaju
NIVUS,VOLKSWAGEN,115990.0,47901.0,automatico,flex,Branco,2021,False,Toyolex Seminovos - Aracaju
SANDERO,RENAULT,40000.0,124665.0,manual,flex,Verde,2014,False,EXCLUSIVE MULTIMARCAS
COROLLA,TOYOTA,127990.0,59539.0,automatico,flex,Prata,2020,False,Autoforte Veículos Ltda
COROLLA,TOYOTA,114990.0,22524.0,automatico,flex,Cinza,2019,False,81 AUTOS 
HB20S,HYUNDAI,57990.0,54893.0,manual,flex,Branco,2017,False,81 AUTOS 
CLASSIC,CHEVROLET,34990.0,82657.0,manual,flex,Cinza,2015,False,FABÃO VEÍCULOS
TIGGO,CHERY,125990.0,41000.0,automatico,flex,Branco,2021,False,GUIMA VEICULOS - CHERY
ONIX,CHEVROLET,81000.0,11640.0,manual,flex,Prata,2021,False,SERTANEJO VEÍCULOS
VIRTUS,VOLKSWAGEN,67000.0,104.0,manual,flex,Bege,2020,False,Normando Candido
KA,FORD,47990.0,65543.0,manual,flex,Branco,2018,False,TOPCAR Veículos
VOYAGE,VOLKSWAGEN,57990.0,68284.0,manual,flex,Prata,2018,False,TOPCAR Veículos
ONIX,CHEVROLET,58990.0,63150.0,manual,flex,Branco,2019,False,TOPCAR Veículos
HB20,HYUNDAI,60990.0,23155.0,manual,flex,Preto,2020,False,TOPCAR Veículos
KA,FORD,58990.0,58000.0,manual,flex,Branco,2019,False,TOPCAR Veículos
KICKS,NISSAN,79990.0,61000.0,manual,flex,Cinza,2018,False,TOPCAR Veículos
CRUZE,CHEVROLET,69990.0,91000.0,automatico,flex,Prata,2016,False,TOPCAR Veículos
PRISMA,CHEVROLET,67990.0,58000.0,manual,flex,Branco,2018,False,TOPCAR Veículos
SANDERO,RENAULT,70990.0,34000.0,,flex,Cinza,2020,False,TOPCAR Veículos
YARIS,TOYOTA,82990.0,41967.0,,flex,Prata,2020,False,Toyolex Seminovos - Aracaju
FOX,VOLKSWAGEN,61990.0,44901.0,manual,flex,Branco,2020,False,Toyolex Seminovos - Aracaju
MARCH,NISSAN,49000.0,47300.0,manual,flex,Branco,2019,False,SEVEN CAR MULTIMARCAS
CAPTUR,RENAULT,79990.0,55901.0,,flex,Branco,2019,False,Toyolex Seminovos - Aracaju
ECOSPORT,FORD,51000.0,112000.0,manual,flex,Branco,2013,False,SEVEN CAR MULTIMARCAS
ECOSPORT,FORD,61800.0,103900.0,manual,flex,Prata,2015,False,Isaias Automóveis - Aracaju
ARGO,FIAT,68000.0,36000.0,manual,flex,Prata,2022,False,MGM AUTOMÓVEIS
GOL,VOLKSWAGEN,58000.0,31197.0,manual,flex,Prata,2021,False,ROGÉRIO AUTOMÓVEIS
ECOSPORT,FORD,56500.0,54739.0,manual,flex,Preto,2014,False,IDEAL MULTIMARCAS
VOYAGE,VOLKSWAGEN,35000.0,100000.0,manual,flex,Vermelho,2013,False,JLA Corretora
IX35,HYUNDAI,82000.0,71610.0,automatico,flex,Preto,2015,False,Isaias Automóveis - Aracaju
HB20X,HYUNDAI,56500.0,61400.0,automatico,flex,Branco,2014,False,Isaias Automóveis - Aracaju
RANGER,FORD,140000.0,97549.0,manual,diesel,Prata,2019,False,GUIMA VEICULOS - CHERY
SANDERO,RENAULT,51900.0,83081.0,manual,flex,Prata,2020,False,CAMESA AUTOMÓVEIS
FIESTA,FORD,46990.0,138245.0,,flex,Prata,2015,False,FABÃO VEÍCULOS
GLA,MERCEDES-BENZ,134990.0,30902.0,automatico,flex,Vermelho,2017,False,Toyolex Seminovos - Aracaju
HB20S,HYUNDAI,58900.0,76000.0,manual,flex,Branco,2016,False,MGM AUTOMÓVEIS
KA,FORD,52000.0,85500.0,manual,flex,Branco,2020,False,IDEAL MULTIMARCAS
RAV4,TOYOTA,220990.0,23476.0,automatico,flex,Azul,2019,False,Toyolex Seminovos - Aracaju
SENTRA,NISSAN,76990.0,60901.0,automatico,flex,Branco,2019,False,Toyolex Seminovos - Aracaju
HR-V,HONDA,92990.0,63903.0,automatico,flex,Vermelho,2018,False,Toyolex Seminovos - Aracaju
COROLLA,TOYOTA,140000.0,35931.0,automatico,flex,Prata,2021,False,Autoforte Veículos Ltda
HB20S,HYUNDAI,50000.0,1.0,manual,flex,Branco,2015,False,MCAR MULTIMARCAS
YARIS,TOYOTA,84900.0,34722.0,automatico,flex,Prata,2019,False,Batalha Veículos - Arapiraca
OUTLANDER,MITSUBISHI,69900.0,139370.0,automatico,gasolina,Branco,2015,False,Batalha Veículos - Arapiraca
HB20,HYUNDAI,59990.0,20902.0,manual,flex,Prata,2019,False,Toyolex Seminovos - Aracaju
ARGO,FIAT,61900.0,42276.0,,flex,Prata,2021,False,IMPACTO VEÍCULOS
ECOSPORT,FORD,67000.0,40000.0,,flex,Prata,2017,False,SERTANEJO VEÍCULOS
ARGO,FIAT,64870.0,34000.0,manual,flex,Branco,2022,False,FOFÃO MULTIMARCAS
MOBI,FIAT,50000.0,53584.0,manual,flex,Branco,2020,False,KM VEÍCULOS
CAPTUR,RENAULT,96000.0,78000.0,,flex,Preto,2020,False,Isaias Automóveis - Aracaju
CRUZE,CHEVROLET,73800.0,145600.0,automatico,flex,Branco,2016,False,Isaias Automóveis - Aracaju
FRONTIER,NISSAN,220000.0,69540.0,automatico,diesel,Cinza,2020,False,VIA CAR VEÍCULOS
KA,FORD,42000.0,81000.0,manual,flex,Preto,2015,False,FASA AUTOMÓVEIS
SIENA,FIAT,37000.0,140000.0,manual,flex,Prata,2013,False,CITY CAR MULTIMARCAS
NIVUS,VOLKSWAGEN,125000.0,34040.0,automatico,flex,Cinza,2021,False,FÁBIO TELES VEÍCULOS
COMPASS,JEEP,112990.0,70000.0,automatico,flex,Branco,2018,False,XCAR PLUS VEÍCULOS
I30,HYUNDAI,39000.0,145000.0,automatico,flex,Preto,2012,False,LUCAR MULTIMARCAS
FIESTA,FORD,38000.0,106000.0,manual,flex,Vermelho,2014,False,LUCAR MULTIMARCAS
VIRTUS,VOLKSWAGEN,82000.0,80000.0,automatico,flex,Prata,2018,False,Mago Automóveis - Aracaju
RANGER,FORD,179900.0,55405.0,automatico,diesel,Branco,2020,False,GUIMA VEICULOS - CHERY
KA,FORD,44000.0,85000.0,manual,flex,Vermelho,2019,False,Marcelo Nunes
ARRIZO,CHERY,104900.0,32887.0,automatico,flex,Cinza,2021,False,Batalha Veículos - Arapiraca
KWID,RENAULT,55500.0,34000.0,manual,flex,Branco,2022,False,ACESSO VEÍCULOS
POLO,VOLKSWAGEN,87900.0,48415.0,automatico,flex,Prata,2019,False,Batalha Veículos - Arapiraca
POLO,VOLKSWAGEN,87900.0,66291.0,automatico,flex,2019,2019,False,Batalha Veículos - Arapiraca
FOX,VOLKSWAGEN,53900.0,49603.0,manual,flex,2016,2016,False,Batalha Veículos - Arapiraca
SAVEIRO,VOLKSWAGEN,54900.0,65320.0,manual,flex,Branco,2017,False,Batalha Veículos - Arapiraca
ONIX,CHEVROLET,63900.0,62549.0,automatico,flex,Branco,2017,False,Batalha Veículos - Arapiraca
Oroch,RENAULT,79900.0,153844.0,manual,flex,Branco,2019,False,Batalha Veículos - Arapiraca
Oroch,RENAULT,106900.0,19287.0,manual,flex,Vermelho,2022,False,Batalha Veículos - Arapiraca
TORO,FIAT,119900.0,83838.0,automatico,diesel,Vinho,2019,False,Batalha Veículos - Arapiraca
AMAROK,VOLKSWAGEN,139900.0,51515.0,manual,diesel,Prata,2019,False,Batalha Veículos - Arapiraca
S10,CHEVROLET,178900.0,78682.0,automatico,diesel,2019,2019,False,Batalha Veículos - Arapiraca
FRONTIER,NISSAN,167900.0,128958.0,automatico,diesel,Prata,2018,False,Batalha Veículos - Arapiraca
HILUX,TOYOTA,155900.0,125770.0,automatico,diesel,Prata,2013,False,Batalha Veículos - Arapiraca
S10,CHEVROLET,177900.0,91738.0,automatico,diesel,Vermelho,2017,False,Batalha Veículos - Arapiraca
CELER,CHERY,38000.0,70000.0,manual,flex,Branco,2018,False,Lino Automóveis - Aracaju
L200,MITSUBISHI,139900.0,88499.0,manual,diesel,Preto,2017,False,Batalha Veículos - Arapiraca
KA,FORD,54000.0,44000.0,manual,flex,Branco,2020,False,MACEDO CAR
FRONTIER,NISSAN,164900.0,91725.0,automatico,diesel,Cinza,2019,False,Batalha Veículos - Arapiraca
HILUX,TOYOTA,199900.0,79262.0,automatico,diesel,Cinza,2018,False,Batalha Veículos - Arapiraca
RANGER,FORD,154900.0,113645.0,automatico,diesel,Cinza,2019,False,Batalha Veículos - Arapiraca
UP,VOLKSWAGEN,45000.0,78132.0,automatico,flex,Branco,2016,False,Supreme Car
KICKS,NISSAN,108000.0,23829.0,automatico,flex,Preto,2022,False,CITY CAR MULTIMARCAS
STRADA,FIAT,96500.0,42000.0,manual,flex,Branco,2021,False,Lino Automóveis - Aracaju
CRONOS,FIAT,76000.0,27000.0,automatico,flex,Vermelho,2020,False,Auto Flex
AMAROK,VOLKSWAGEN,204990.0,50902.0,automatico,diesel,Prata,2020,False,Toyolex Seminovos - Aracaju
FIESTA,FORD,44990.0,90004.0,automatico,flex,Branco,2014,False,FABÃO VEÍCULOS
HILUX,TOYOTA,149000.0,150000.0,manual,diesel,Prata,2013,False,EXCLUSIVE MULTIMARCAS
AMAROK,VOLKSWAGEN,148990.0,106926.0,automatico,diesel,Branco,2016,False,Manchete Multimarcas
CIVIC,HONDA,154900.0,6000.0,automatico,flex,Prata,2021,False,Andre Santana
AMAROK,VOLKSWAGEN,148990.0,106926.0,automatico,diesel,Branco,2016,False,Manchete Multimarcas
TIGUAN,VOLKSWAGEN,145000.0,95429.0,,flex,Preto,2019,False,Isaias Automóveis - Aracaju
SENTRA,NISSAN,84990.0,48031.0,automatico,flex,Cinza,2019,False,Manchete Multimarcas
FRONTIER,NISSAN,119990.0,144890.0,automatico,diesel,Prata,2013,False,Manchete Multimarcas
OUTLANDER,MITSUBISHI,165990.0,35389.0,automatico,flex,Branco,2019,False,Manchete Multimarcas
GLA,MERCEDES-BENZ,139990.0,102560.0,automatico,gasolina,Branco,2015,False,Manchete Multimarcas
ROVER,LAND,139990.0,112047.0,automatico,diesel,Branco,2013,False,Manchete Multimarcas
SPORTAGE,KIA,109990.0,43781.0,automatico,flex,Prata,2018,False,Manchete Multimarcas
X2,BMW,210900.0,30755.0,automatico,flex,Grafite,2020,False,SHOPCAR MULTIMARCAS
TUCSON,HYUNDAI,134990.0,34547.0,,flex,Preto,2019,False,Manchete Multimarcas
CERATO,KIA,59900.0,137623.0,automatico,gasolina,Vermelho,2012,False,ATLANTIC MULTIMARCAS
KICKS,NISSAN,120000.0,23500.0,,flex,Azul,2022,False,MAURO RENATO AMORIM DE BARROS
POLO,VOLKSWAGEN,81000.0,55570.0,automatico,flex,Prata,2020,False,SELECT MOTORS
ONIX,CHEVROLET,82990.0,34663.0,manual,flex,Preto,2021,False,Manchete Multimarcas
ONIX,CHEVROLET,52990.0,55000.0,manual,flex,Branco,2018,False,SEVEN CAR MULTIMARCAS
KA,FORD,52990.0,75554.0,manual,flex,Cinza,2020,False,Manchete Multimarcas
ECOSPORT,FORD,87990.0,51230.0,manual,flex,Prata,2021,False,Manchete Multimarcas
TORO,FIAT,159990.0,25430.0,automatico,diesel,Prata,2021,False,Manchete Multimarcas
TIGGO,CHERY,117990.0,30709.0,automatico,flex,Prata,2021,False,Manchete Multimarcas
PALIO,FIAT,38900.0,78570.0,manual,flex,Branco,2015,False,Automania Multimarcas - Aracaju
CELTA,CHEVROLET,32000.0,145500.0,manual,flex,Prata,2014,False,CITY CAR MULTIMARCAS
COROLLA,TOYOTA,140000.0,45745.0,automatico,flex,Preto,2021,False,Autoforte Veículos Ltda
GOL,VOLKSWAGEN,60000.0,12000.0,manual,flex,Cinza,2021,False,GILVAN VEÍCULOS
GOL,VOLKSWAGEN,51000.0,71257.0,manual,flex,Branco,2019,False,GILVAN VEÍCULOS
COROLLA,TOYOTA,164990.0,21349.0,automatico,flex,Cinza,2022,False,Toyolex Seminovos - Aracaju
HILUX,TOYOTA,199500.0,107500.0,automatico,diesel,Prata,2017,False,MATEUS LOPES DA SILVA
COMPASS,JEEP,134870.0,40202.0,automatico,diesel,Branco,2018,False,FOFÃO MULTIMARCAS
FIESTA,FORD,31000.0,104000.0,manual,flex,Branco,2014,False,TOM AUTOS
DUSTER,RENAULT,65000.0,57000.0,manual,flex,Branco,2017,False,CITY CAR MULTIMARCAS
SANDERO,RENAULT,39000.0,90000.0,automatico,flex,Preto,2014,False,CITY CAR MULTIMARCAS
ONIX,CHEVROLET,49000.0,59000.0,manual,flex,Branco,2017,False,FASA AUTOMÓVEIS
HR-V,HONDA,78000.0,53000.0,manual,flex,Cinza,2016,False,MCAR MULTIMARCAS
JETTA,VOLKSWAGEN,58000.0,132000.0,automatico,flex,Branco,2013,False,LUCAR MULTIMARCAS
PALIO,FIAT,38000.0,92441.0,manual,flex,Vermelho,2013,False,LUCAR MULTIMARCAS
CITY,HONDA,62990.0,92000.0,automatico,flex,Cinza,2015,False,Podium Automóveis 
ONIX,CHEVROLET,94000.0,20259.0,manual,flex,Vermelho,2023,False,Isaias Automóveis - Aracaju
PRISMA,CHEVROLET,68800.0,108700.0,automatico,flex,Azul,2018,False,Isaias Automóveis - Aracaju
COROLLA,TOYOTA,149990.0,27075.0,automatico,flex,Cinza,2022,False,Autoforte Veículos Ltda
GOLF,VOLKSWAGEN,78990.0,63015.0,,flex,Azul,2016,False,FABÃO VEÍCULOS
PUNTO,FIAT,49000.0,59000.0,manual,flex,Branco,2017,False,KODAUTOS SEMINOVOS
HB20S,HYUNDAI,59800.0,72000.0,manual,flex,Branco,2019,False,CITY CAR MULTIMARCAS
ONIX,CHEVROLET,53000.0,52000.0,manual,flex,Prata,2019,False,CITY CAR MULTIMARCAS
TIIDA,NISSAN,35000.0,73000.0,manual,flex,Prata,2012,False,EXCLUSIVE MULTIMARCAS
VOYAGE,VOLKSWAGEN,46000.0,1.0,manual,flex,Prata,2015,False,MCAR MULTIMARCAS
2008,PEUGEOT,88900.0,24781.0,automatico,flex,Prata,2021,False,Gama Seminovos 
TIGGO,CHERY,73990.0,44972.0,automatico,flex,Azul,2019,False,GUIMA VEICULOS - CHERY
A3,AUDI,95000.0,70000.0,,flex,Vermelho,2016,False,KODAUTOS SEMINOVOS
SANDERO,RENAULT,55900.0,45327.0,manual,flex,Branco,2021,False,HORIZONTE VEÍCULOS
HB20X,HYUNDAI,89500.0,24000.0,automatico,flex,Cinza,2022,False,Lino Automóveis - Aracaju
HILUX,TOYOTA,175000.0,68000.0,automatico,gasolina,Preto,2016,False,Taciano Vital
KWID,RENAULT,49800.0,46200.0,manual,flex,Branco,2020,False,Isaias Automóveis - Aracaju
SANDERO,RENAULT,39000.0,101170.0,manual,flex,2015,2015,False,FÁBIO TELES VEÍCULOS
CLIO,RENAULT,26900.0,120000.0,manual,flex,Bege,2014,False,H1 VEÍCULOS
MARCH,NISSAN,33900.0,109200.0,manual,flex,Preto,2014,False,H1 VEÍCULOS
ONIX,CHEVROLET,47900.0,104462.0,manual,flex,Vermelho,2018,False,H1 VEÍCULOS
PALIO,FIAT,37900.0,110000.0,manual,flex,Branco,2015,False,H1 VEÍCULOS
Q3,AUDI,89900.0,81000.0,,gasolina,Preto,2015,False,H1 VEÍCULOS
ECOSPORT,FORD,47900.0,111000.0,manual,flex,Preto,2014,False,H1 VEÍCULOS
SPIN,CHEVROLET,42900.0,80381.0,automatico,flex,Branco,2013,False,H1 VEÍCULOS
STRADA,FIAT,59900.0,73067.0,manual,flex,Branco,2018,False,H1 VEÍCULOS
TORO,FIAT,78000.0,39000.0,automatico,flex,Vermelho,2017,False,Imperio Veiculo
GOL,VOLKSWAGEN,39000.0,73200.0,manual,flex,Branco,2015,False,Imperio Veiculo
COROLLA,TOYOTA,98000.0,65000.0,automatico,flex,2018,2018,False,Diego de Souza Aguiar da Costa 
JOY,CHEVROLET,55000.0,52460.0,manual,flex,Prata,2020,False,MURYLLO VEÍCULOS
NEW,FORD,45000.0,92093.0,,flex,Preto,2014,False,MURYLLO VEÍCULOS
VOYAGE,VOLKSWAGEN,62000.0,53470.0,manual,flex,Prata,2021,False,MURYLLO VEÍCULOS
KWID,RENAULT,52000.0,74270.0,manual,flex,Laranja,2020,False,MURYLLO VEÍCULOS
STRADA,FIAT,95000.0,19004.0,manual,flex,Branco,2022,False,Scuderia Veículos e Pick-ups
TRACKER,CHEVROLET,134990.0,32275.0,automatico,flex,Vermelho,2022,False,Boa Terra Veículos Maceió
CIVIC,HONDA,125000.0,50000.0,automatico,flex,Branco,2020,False,Junior Veículos
UNO,FIAT,55000.0,55740.0,,flex,Branco,2021,False,MURYLLO VEÍCULOS
VOYAGE,VOLKSWAGEN,56990.0,53000.0,manual,flex,Prata,2022,False,SÃO JOSÉ VEÍCULOS
RANGER,FORD,195000.0,33102.0,automatico,diesel,Preto,2021,False,Vip Automóveis - Aracaju
KA,FORD,52000.0,57000.0,manual,flex,Vermelho,2019,False,JLA Corretora
ONIX,CHEVROLET,56500.0,70549.0,manual,flex,Prata,2018,False,Foco Veículos
TIGGO,CHERY,69990.0,80650.0,automatico,flex,Prata,2020,False,GUIMA VEICULOS - CHERY
KA,FORD,55000.0,50000.0,manual,flex,Prata,2020,False,JLA Corretora
CIVIC,HONDA,125000.0,50000.0,automatico,flex,Branco,2020,False,Junior Veículos
RENEGADE,JEEP,112990.0,60901.0,automatico,diesel,Branco,2019,False,Toyolex Seminovos - Aracaju
VERSA,NISSAN,59990.0,41000.0,manual,flex,Cinza,2019,False,AD AUTOMÓVEIS
TRAILBLAZER,CHEVROLET,189000.0,122000.0,automatico,diesel,Branco,2018,False,IDEAL MULTIMARCAS
ONIX,CHEVROLET,54000.0,74007.0,manual,flex,Branco,2020,False,MARVEL VEÍCULOS SEMINOVOS
RANGER,FORD,175000.0,85467.0,automatico,diesel,Prata,2020,False,ROGÉRIO AUTOMÓVEIS
KWID,RENAULT,47000.0,81000.0,manual,flex,2019,2019,False,PIRES AUTOMÓVEIS
S10,CHEVROLET,177000.0,134949.0,automatico,diesel,Prata,2020,False,Isaias Automóveis - Aracaju
ONIX,CHEVROLET,67000.0,29000.0,manual,flex,Vermelho,2019,False,PRIMO MULTIMARCAS
STRADA,FIAT,79990.0,54258.0,manual,flex,Branco,2021,False,XCAR PLUS VEÍCULOS
GOL,VOLKSWAGEN,50000.0,80000.0,manual,flex,Branco,2019,False,FASA AUTOMÓVEIS
COMPASS,JEEP,172689.0,52903.0,automatico,diesel,Cinza,2021,False,Toyolex Seminovos - Aracaju
TIGGO,CHERY,171990.0,68441.0,automatico,gasolina,Branco,2021,False,GUIMA VEICULOS - CHERY
SAVEIRO,VOLKSWAGEN,62000.0,92214.0,manual,flex,Branco,2019,False,Junior Veículos
AMAROK,VOLKSWAGEN,222990.0,57847.0,automatico,diesel,Grafite,2019,False,Gama  Seminovos - Aracaju
DUSTER,RENAULT,61000.0,86549.0,manual,flex,Preto,2016,False,FASA AUTOMÓVEIS
TRAILBLAZER,CHEVROLET,179990.0,127228.0,automatico,diesel,Branco,2017,False,GUIMA VEICULOS - CHERY
COROLLA,TOYOTA,95900.0,67300.0,automatico,flex,Branco,2017,False,IMPACTO VEÍCULOS
YARIS,TOYOTA,85990.0,34627.0,,flex,Branco,2021,False,Importadora Auto Peças
COMPASS,JEEP,140990.0,54903.0,automatico,diesel,Branco,2020,False,Toyolex Seminovos - Aracaju
YARIS,TOYOTA,85490.0,36770.0,,flex,Prata,2020,False,Importadora Auto Peças
FIT,HONDA,79900.0,61123.0,automatico,flex,Branco,2019,False,Importadora Auto Peças
COMPASS,JEEP,135000.0,125717.0,automatico,diesel,Branco,2017,False,Isaias Automóveis - Aracaju
MOBI,FIAT,48800.0,41000.0,manual,flex,Branco,2020,False,CITY CAR MULTIMARCAS
KA,FORD,46990.0,69292.0,manual,flex,Branco,2017,False,81 AUTOS 
ROVER,LAND,154000.0,62408.0,automatico,gasolina,Preto,2015,False,DNA Multimarcas - Aracaju
SANDERO,RENAULT,63000.0,50000.0,automatico,flex,Branco,2019,False,JLA Corretora
KA,FORD,19500.0,110000.0,manual,flex,Preto,2013,False,Dirceu Veículos
FRONTIER,NISSAN,95000.0,132000.0,automatico,diesel,Preto,2013,False,Dirceu Veículos
C3,CITROËN,52000.0,33000.0,automatico,flex,Branco,2018,False,Dirceu Veículos
MOBI,FIAT,47000.0,22000.0,manual,flex,Branco,2020,False,Dirceu Veículos
COROLLA,TOYOTA,78000.0,60000.0,automatico,flex,Branco,2016,False,Dirceu Veículos
KWID,RENAULT,47000.0,31000.0,manual,flex,Branco,2020,False,Dirceu Veículos
GOL,VOLKSWAGEN,25500.0,122000.0,manual,flex,Prata,2013,False,Dirceu Veículos
RENEGADE,JEEP,76000.0,130000.0,automatico,flex,Branco,2017,False,Sergipe Veiculos
RANGER,FORD,175000.0,57236.0,automatico,diesel,Cinza,2019,False,GILVAN VEÍCULOS
AMAROK,VOLKSWAGEN,142990.0,78778.0,automatico,diesel,Branco,2020,False,Autoforte Veículos Ltda
PRISMA,CHEVROLET,52000.0,77099.0,manual,flex,Branco,2017,False,KM VEÍCULOS
TRACKER,CHEVROLET,86000.0,42000.0,automatico,flex,Branco,2017,False,MCAR MULTIMARCAS
ONIX,CHEVROLET,89900.0,43422.0,automatico,flex,Branco,2020,False,HORIZONTE VEÍCULOS
KA,FORD,48990.0,133884.0,manual,flex,Branco,2018,False,FABÃO VEÍCULOS
408,PEUGEOT,43990.0,79586.0,automatico,flex,Branco,2014,False,FABÃO VEÍCULOS
JETTA,VOLKSWAGEN,62990.0,153307.0,,flex,Cinza,2013,False,FABÃO VEÍCULOS
YARIS,TOYOTA,87990.0,38839.0,,flex,Branco,2020,False,FABÃO VEÍCULOS
HB20,HYUNDAI,72990.0,49732.0,automatico,flex,Branco,2019,False,FABÃO VEÍCULOS
COROLLA,TOYOTA,61990.0,108770.0,automatico,flex,Prata,2013,False,FABÃO VEÍCULOS
Q5,AUDI,220000.0,25259.0,,gasolina,Preto,2019,False,Gama Seminovos 
TORO,FIAT,126000.0,88181.0,automatico,diesel,Branco,2019,False,MARVEL VEÍCULOS SEMINOVOS
POLO,VOLKSWAGEN,101990.0,7685.0,,flex,Preto,2022,False,Manchete Multimarcas
VOYAGE,VOLKSWAGEN,68990.0,45083.0,manual,flex,Branco,2021,False,Manchete Multimarcas
FRONTIER,NISSAN,155990.0,65599.0,manual,diesel,Branco,2020,False,GUIMA VEICULOS - CHERY
RENEGADE,JEEP,129870.0,78000.0,automatico,diesel,Prata,2020,False,FOFÃO MULTIMARCAS
FOCUS,FORD,70000.0,27436.0,,flex,Branco,2018,False,Sergipe Veiculos
SAVEIRO,VOLKSWAGEN,64000.0,43000.0,manual,flex,Branco,2020,False,MENDONÇA VEÍCULOS
AMAROK,VOLKSWAGEN,112900.0,118520.0,manual,diesel,Prata,2017,False,Isaias Automóveis - Aracaju
L200,MITSUBISHI,75000.0,156208.0,manual,diesel,Prata,2012,False,Isaias Automóveis - Aracaju
ECOSPORT,FORD,89900.0,55082.0,automatico,flex,Prata,2020,False,HORIZONTE VEÍCULOS
HB20S,HYUNDAI,63000.0,77407.0,manual,flex,Prata,2019,False,ROGÉRIO AUTOMÓVEIS
UNO,FIAT,37900.0,110000.0,manual,flex,Branco,2016,False,ATLANTIC MULTIMARCAS
RANGER,FORD,227000.0,24342.0,automatico,diesel,Cinza,2021,False,Isaias Automóveis - Aracaju
